,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
6569,6570,15/7/20 Llamado.  Pudo resolver el problema de agua de la casa.  Acordamos llamado la semana próxima.,NEUTRAL,_digit_ _digit_ _digit_ llamado  pudo resolver el problema de agua de la casa  acordamos llamado la semana proxima ,NR
8285,8286,se encuentran bien,POSITIVO,se encuentran bien,R
11981,11982,se encuentra muy bien.,POSITIVO,se encuentra muy bien ,R
1652,1653,"La señora María Angélica  vive con su esposo, tiene tres hijos ya casados q están siempre en contacto con ellos, su vida es estable , agradece siempre laos recursos q les dan el.municipio, se continuarán las llamadas semanales",POSITIVO,la senora maria angelica vive con su esposo tiene tres hijos ya casados q estan siempre en contacto con ellos su vida es estable  agradece siempre laos recursos q les dan el municipio se continuaran las llamadas semanales,R
1617,1618,"Hable con Sara, la esposa. En ese momento estaban con un inconveniente (en curso de solucion) con la entrega de unos medicamentos x Pami, por lo que la conversacion Jose, quedará para un momento mas tranquilo.",NEUTRAL,hable con sara la esposa en ese momento estaban con un inconveniente en curso de solucion con la entrega de unos medicamentos x pami por lo que la conversacion jose quedara para un momento mas tranquilo ,NR
1935,1936,Hable en el día de hoy con la mujer de Juan Andrada me dijo que al momento sigue sin necesitar ayuda alimentaria ni de salud ya que tiene asistencia de PAMI. Le pasé mi numero particular en caso de necesitar algo pero como en el otro llamado quedamos en comunicarnos nuevamente en 15 días.,NEUTRAL,hable en el dia de hoy con la mujer de juan andrada me dijo que al momento sigue sin necesitar ayuda alimentaria ni de salud ya que tiene asistencia de pami le pase mi numero particular en caso de necesitar algo pero como en el otro llamado quedamos en comunicarnos nuevamente en _digit_ dias ,NR
8267,8268,Sin novedad,NO RELEVANTE,sin novedad,NR
1692,1693,Se entrego alimentos en domicilio el 28/08/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
8219,8220,Necesitaría que la entrega de alimento sea más accesible ya que se hace entrega de 200 números en la calle Libertad en la zona de Munro,NECESIDADES OPERATIVAS,necesitaria que la entrega de alimento sea mas accesible ya que se hace entrega de _digit_ numeros en la calle libertad en la zona de munro,NEC_OP
12222,12223,"siendo las 12.00 horas, me atiende el esposo. me cuenta que está ordenando sus libros, que son muchos. se encuentran bien. el próximo lunes lidia se va a ir a aplicar la vacuna. en este momento ella se encuentra atendiendo a su hijo a través del portón, que está por ir al supermercado y les va a traer lo que necesitan. agradece el llamado, no necesitan nada especial. me dice que los llame viernes o sábado, por cualquier novedad.",POSITIVO,siendo las _digit_ _digit_ horas me atiende el esposo me cuenta que esta ordenando sus libros que son muchos se encuentran bien el proximo lunes lidia se va a ir a aplicar la vacuna en este momento ella se encuentra atendiendo a su hijo a traves del porton que esta por ir al supermercado y les va a traer lo que necesitan agradece el llamado no necesitan nada especial me dice que los llame viernes o sabado por cualquier novedad ,R
11013,11014,manifestó su no interés por contactarla.,NO RELEVANTE,manifesto su no interes por contactarla ,NR
10898,10899,"llame a mi cuarto contacto y me atendio marta la mujer, me dijo que estan bien y le deje mis datos",POSITIVO,llame a mi cuarto contacto y me atendio marta la mujer me dijo que estan bien y le deje mis datos,R
12170,12171,"se realizo llamado a los 4 adultos mayores, sin novedades todos se encuentran en buen estado y bien atendidos.-",POSITIVO,se realizo llamado a los _digit_ adultos mayores sin novedades todos se encuentran en buen estado y bien atendidos -,R
7131,7132,No atiende se deja mensaje y no los responde,NO RELEVANTE,no atiende se deja mensaje y no los responde,NR
5896,5897,"Hablamos de como esta su esposa, que esta mejor pero todavía no esta 100% recuperada",NEGATIVO,hablamos de como esta su esposa que esta mejor pero todavia no esta _digit_% recuperada,R
6878,6879,Fue a retirar la caja y no se la dieron por que no le tocaba .,NECESIDADES OPERATIVAS,fue a retirar la caja y no se la dieron por que no le tocaba ,NEC_OP
8855,8856,"se encuentra bien, me comunica su hijo
saludos",POSITIVO,se encuentra bien me comunica su hijo
saludos,R
2477,2478,esta bien en su casa tomando todas las medidas de prevencion,POSITIVO,esta bien en su casa tomando todas las medidas de prevencion,R
304,305,Se encuentra muy bien,POSITIVO,se encuentra muy bien,R
10561,10562,hoy no me comunique con nadie porque estuve  descompuesta,NO RELEVANTE,hoy no me comunique con nadie porque estuve descompuesta,NR
9848,9849,el adulto mayor se encuentra en buen estado del salud y acompañado por la familia,POSITIVO,el adulto mayor se encuentra en buen estado del salud y acompanado por la familia,R
6014,6015,"se encuentra muy bien, agradece el llamado
saludos",POSITIVO,se encuentra muy bien agradece el llamado
saludos,R
1066,1067,Se le designó a la LIC NÓBREGA para apoyo psicológico,NECESIDADES OPERATIVAS,se le designo a la lic nobrega para apoyo psicologico,NEC_OP
1465,1466,05/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
5156,5157,No le interesa.,NO RELEVANTE,no le interesa ,NR
3765,3766,Llamo a AM a 47954026 pero sin respuesta alguna en 2 ocasiones.,NO RELEVANTE,llamo a am a _digit_ pero sin respuesta alguna en _digit_ ocasiones ,NR
2198,2199,La Señora Ana Slaukin y su marido se encuentran bien.,POSITIVO,la senora ana slaukin y su marido se encuentran bien ,R
915,916,Sin novedad,NO RELEVANTE,sin novedad,NR
7082,7083,"Hablé con Lidia, todo ok",POSITIVO,hable con lidia todo ok,R
6815,6816,se entrega alimentos en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9040,9041,"Reclama caja de alimentos de ella y de su hija, ( no puede retirarla , ni mandar a retirarla, tendrian que llevarsela a su casa), envio mail.",NECESIDADES OPERATIVAS,reclama caja de alimentos de ella y de su hija  no puede retirarla  ni mandar a retirarla tendrian que llevarsela a su casa  envio mail ,NEC_OP
6598,6599,no contesta,NO RELEVANTE,no contesta,NR
300,301,"Animados ,Antonia y Hector siempre estan de buen humor ,siempre positivos, ansían poder ver a sus nietos pronto pero aguantan",POSITIVO,animados antonia y hector siempre estan de buen humor siempre positivos ansian poder ver a sus nietos pronto pero aguantan,R
11537,11538,no responde  nadie.,NO RELEVANTE,no responde nadie ,NR
2093,2094,"Esta bien, con un poco alergia. necesita comunicarse con su dr ya q ella tuvo un acv hace un tiempo, y no se anima a tomar un antialérgico. me llamará i no logra comunicarse con e para ver si desde el municipio podríamos asistirla",NECESIDADES OPERATIVAS,esta bien con un poco alergia necesita comunicarse con su dr ya q ella tuvo un acv hace un tiempo y no se anima a tomar un antialergico me llamara i no logra comunicarse con e para ver si desde el municipio podriamos asistirla,NEC_OP
7336,7337,SE ENTREGO ALIMENTOS EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
9425,9426,"14-4 se pacta nuevo llamado para la semana que viene.

concreté llamado el día 22 y hoy 30-4. se encuentra bien. no necesita nada por el momento",POSITIVO,_digit_-_digit_ se pacta nuevo llamado para la semana que viene 

concrete llamado el dia _digit_ y hoy _digit_-_digit_ se encuentra bien no necesita nada por el momento,R
2451,2452,La Señora Nélida  Malatesta se encuentra bien.,POSITIVO,la senora nelida malatesta se encuentra bien ,R
7435,7436,EL DIA 07/08/2020 SE ENTREGO CUADERNILLO ESTIMULACION COGNITIVA 1,NECESIDADES OPERATIVAS,el dia _digit_ _digit_ _digit_ se entrego cuadernillo estimulacion cognitiva _digit_,NEC_OP
9409,9410,10/4-me comunique con elba esta bien  y todo normal,POSITIVO,_digit_ _digit_-me comunique con elba esta bien y todo normal,R
3033,3034,todo bien,POSITIVO,todo bien,R
5582,5583,esta bien de animo. manifiesta que la llamaron para retirar el bolson alimentario por la calle Yrigoyen  el dia viernes 24/7 (pacte nueva llamada ese dia para corroborar el retiro),NECESIDADES OPERATIVAS,esta bien de animo manifiesta que la llamaron para retirar el bolson alimentario por la calle yrigoyen el dia viernes _digit_ _digit_ pacte nueva llamada ese dia para corroborar el retiro ,NEC_OP
12489,12490,"tuvimos dos llamadas en el día, en el cual me solicitó información para circular, ya que es una persona que tiene diabetes y anemia para controlarse con su medico particular, él cual se lo solicitó. le comunique como podria solicitar el permiso para circular ya que su médico se encuentra en caba, porque necesita realizarse un chequeo, ya que no lo realiza hace 3 meses y su medico la monitorea a través de whatsapp para saber como se encuentra.",NEGATIVO,tuvimos dos llamadas en el dia en el cual me solicito informacion para circular ya que es una persona que tiene diabetes y anemia para controlarse con su medico particular el cual se lo solicito le comunique como podria solicitar el permiso para circular ya que su medico se encuentra en caba porque necesita realizarse un chequeo ya que no lo realiza hace _digit_ meses y su medico la monitorea a traves de whatsapp para saber como se encuentra ,R
12278,12279,sin novedad,NO RELEVANTE,sin novedad,NR
7440,7441,esta bien de animo y contenta por recibir mis llamados,POSITIVO,esta bien de animo y contenta por recibir mis llamados,R
8308,8309,29/06/20 - 2do día intentando comunicarme con AM para confirmar si recibió la caja el Viernes pasado y si la llamaron por el tema de la Medicación que había solicitado. Primero intento al 1532643018 y N/A va a buzón de voz. Segundo intento al número fijo 22013200 pero N/A.,NO RELEVANTE,_digit_ _digit_ _digit_ - _digit_do dia intentando comunicarme con am para confirmar si recibio la caja el viernes pasado y si la llamaron por el tema de la medicacion que habia solicitado primero intento al _digit_ y n a va a buzon de voz segundo intento al numero fijo _digit_ pero n a ,NR
2970,2971,"Llamé varias veces en el día de hoy, pero no atiende.",NO RELEVANTE,llame varias veces en el dia de hoy pero no atiende ,NR
8949,8950,Tanto el señor Felipe como su esposa Mabel están vacunados. Tienen la obra social de Obras Sanitarias (hoy AYSA().,NEUTRAL,tanto el senor felipe como su esposa mabel estan vacunados tienen la obra social de obras sanitarias hoy aysa  ,NR
7738,7739,14/7/20 - completo la encuesta y volveremos a charlar la proxima semana,NO RELEVANTE,_digit_ _digit_ _digit_ - completo la encuesta y volveremos a charlar la proxima semana,NR
7204,7205,"4790-4463 NO CORRESPONDE A UN ABONADO EN SERVICIO - CEL, APAGADO O FUERA DE SERVICIO",NO RELEVANTE,_digit_-_digit_ no corresponde a un abonado en servicio - cel apagado o fuera de servicio,NR
1473,1474,Se encuentra bien,POSITIVO,se encuentra bien,R
9785,9786,de le brindaron los teléfonos de los vacunatorios municipales de olivos para que puedan consultar disponibiildad de vacunas antes de salir de su casa.,NEUTRAL,de le brindaron los telefonos de los vacunatorios municipales de olivos para que puedan consultar disponibiildad de vacunas antes de salir de su casa ,NR
6167,6168,"No recibio caja de alimentos y de limpieza, se reitera pedido por mail. 
Hablo con florencia Vocca que dice ser voluntaria para aplicar vacunas a domicilio. Se envía mail para verificar informacion.",NECESIDADES OPERATIVAS,no recibio caja de alimentos y de limpieza se reitera pedido por mail 
hablo con florencia vocca que dice ser voluntaria para aplicar vacunas a domicilio se envia mail para verificar informacion ,NEC_OP
4186,4187,Se establece contacto con AM quien indica no le interesa el acompañamiento.,NO RELEVANTE,se establece contacto con am quien indica no le interesa el acompanamiento ,NR
4515,4516,SE ENTREGO ALIMENTOS EN DOMICILIO EL 24/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
12062,12063,se hablo con angela esta bien con el hijo asistida por la hija,POSITIVO,se hablo con angela esta bien con el hijo asistida por la hija,R
4530,4531,"ESTA BIEN , MUY PREDISPUESTA A LA CHARLA.  VA LA SOBRINA A VISITARLA",POSITIVO,esta bien  muy predispuesta a la charla  va la sobrina a visitarla,R
9270,9271,"21/06- ANGELA CONTINUA CON LA CONTRACTURA SEGUN ELLA SIGUE TOMANDO ANALGESICOS.
22/06- ANGELA SIGUE CON DOLOR DE ESPALDA PIENSA QUE HASTA SEPTIEMBRE ES MUCHO TIEMPO SEGUN LO QUE ESCUCHO, CONTINUA CON CALMANTES",NEGATIVO,_digit_ _digit_- angela continua con la contractura segun ella sigue tomando analgesicos 
_digit_ _digit_- angela sigue con dolor de espalda piensa que hasta septiembre es mucho tiempo segun lo que escucho continua con calmantes,R
3336,3337,La nuera y su hijo hacen las compras. Está asistido.,NEUTRAL,la nuera y su hijo hacen las compras esta asistido ,NR
3133,3134,Se entrega Alimentos  en domicilio 14/8/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9522,9523,"79 años.

respuesta de coordinadora mariana ramon. la lic. silvia tedesco se va a estar comunicando conmigo dentro de las 48hs.-",POSITIVO,_digit_ anos 

respuesta de coordinadora mariana ramon la lic silvia tedesco se va a estar comunicando conmigo dentro de las _digit_hs -,R
