id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
9245,"en el dia de la fecha se le realizo la encuesta y charlamos de su terapia y de sus actividades que aun continua.
lo que si me comento es que esta muy preocupada ya que necesita hacerse un ECODOPLER y no consigue turnos en el hospital vicente lopez .quede en averiguar donde puede realizarse ese estudio",NECESIDADES OPERATIVAS,en el dia de la fecha se le realizo la encuesta y charlamos de su terapia y de sus actividades que aun continua lo que si me comento es que esta muy preocupada ya que necesita hacerse un ecodopler y no consigue turnos en el hospital vicente lopez quede en averiguar donde puede realizarse ese estudio,NEC_OP
9246,"Hablé con Lina, se encuentran bien. José mejor con la pierna.
Lina estuvo ordenando placares y en un rato tiene clases de baile",POSITIVO,hable con lina se encuentran bien jose mejor con la pierna lina estuvo ordenando placares y en un rato tiene clases de baile,R
9247,"Hable con Hijo Maximiliano, quien vive con su madre en la casa. Están bien de salud. Solo agobiados por el encierro. Reciben en comedor de Berutti, la caja de alimentos de modo quincenal. Su hija, de 6 años cursa primer grado y hace tareas en la casa por teléfono.-",NECESIDADES OPERATIVAS,hable con hijo maximiliano quien vive con su madre en la casa estan bien de salud solo agobiados por el encierro reciben en comedor de berutti la caja de alimentos de modo quincenal su hija de _digit_ anos cursa primer grado y hace tareas en la casa por telefono -,NEC_OP
9248,Todo muy bien y agradecida por el llamado!! Volvemos a hablar en 15 días (a su pedido).,POSITIVO,todo muy bien y agradecida por el llamado volvemos a hablar en _digit_ dias a su pedido ,R
9249,"Hablamos del clima, esta con mucho frió y suele estar en el patio tomando sol para recargar energía, le hace bien al animo, pero hoy estuvo nublado y se puso hacer las cosas de la casa.
Charlamos un poco de todo.",NEGATIVO,hablamos del clima esta con mucho frio y suele estar en el patio tomando sol para recargar energia le hace bien al animo pero hoy estuvo nublado y se puso hacer las cosas de la casa charlamos un poco de todo ,R
9250,Todo en orden,POSITIVO,todo en orden,R
9251,"ANGELA BIEN, MUY ANIMADA ESTABA HOY",POSITIVO,angela bien muy animada estaba hoy,R
9252,Hablamos por WhatsApp se encuentra bien,POSITIVO,hablamos por whatsapp se encuentra bien,R
9253,No contesta.,NO RELEVANTE,no contesta ,NR
9254,"Llamo a AM, me atiende ella y me indica que sus hijos le hacen las compras y la ayudan en ese sentido. Ella es diabetica, se asiste siempre en una salita cercana a donde vive ella y ahí le dan los medicamentos. De todas formas me indica que tiene los ojos muy doloridos, por lo tanto le comento como proceder y me comenta que en el dia de mañana de todas formas ira a la salita para que le tomen la glucosa y la presión. Por lo tanto quedamos en una llamada, para el día de mañana en caso que no le dieran los medicamentos en la salita y poder enviar dicha información a la municipalidad.",NECESIDADES OPERATIVAS,llamo a am me atiende ella y me indica que sus hijos le hacen las compras y la ayudan en ese sentido ella es diabetica se asiste siempre en una salita cercana a donde vive ella y ahi le dan los medicamentos de todas formas me indica que tiene los ojos muy doloridos por lo tanto le comento como proceder y me comenta que en el dia de manana de todas formas ira a la salita para que le tomen la glucosa y la presion por lo tanto quedamos en una llamada para el dia de manana en caso que no le dieran los medicamentos en la salita y poder enviar dicha informacion a la municipalidad ,NEC_OP
9255,Paso a buscar el pedido de recetas por su casa y voy al consultorio a retirar lo de la semana anterior.,NECESIDADES OPERATIVAS,paso a buscar el pedido de recetas por su casa y voy al consultorio a retirar lo de la semana anterior ,NEC_OP
9256,La Señora Malatesta Nelida se encuentra bien .,POSITIVO,la senora malatesta nelida se encuentra bien ,R
9257,Le duele un poquito la garganta pero va a ver mañana como se siente y la llamare nuevamente,NEGATIVO,le duele un poquito la garganta pero va a ver manana como se siente y la llamare nuevamente,R
9258,"Como ayer no me pude comunicar, volvi a llamar hoy a las 11:45 hs pero tampoco puedo comunicarme. El telefono de linea parece no funcionar y el celular aparece como apagado",NO RELEVANTE,como ayer no me pude comunicar volvi a llamar hoy a las _digit_ _digit_ hs pero tampoco puedo comunicarme el telefono de linea parece no funcionar y el celular aparece como apagado,NR
9259,Sin novedad,NO RELEVANTE,sin novedad,NR
9260,La Señora Inés Flores se encuentra bien.,POSITIVO,la senora ines flores se encuentra bien ,R
9261,"La caracteristica se encuentra congestionada, no tengo forma de comunicarme",NO RELEVANTE,la caracteristica se encuentra congestionada no tengo forma de comunicarme,NR
9262,"todo bien. No le confirmaron nada de la Tablet, envie un mail consultando el estado.",POSITIVO,todo bien no le confirmaron nada de la tablet envie un mail consultando el estado ,R
9263,"logre hablar con la sra. me habian pasado mal el telefono de linea y el celu no lo sabe usar muy bien. me voy a comunicar nuevamente con el 147 por la bolsa que le hace falta.
Esta bien, tratando de sobrellevar la cuarentena, dice que extraña a los seres queridos.",NECESIDADES OPERATIVAS,logre hablar con la sra me habian pasado mal el telefono de linea y el celu no lo sabe usar muy bien me voy a comunicar nuevamente con el _digit_ por la bolsa que le hace falta esta bien tratando de sobrellevar la cuarentena dice que extrana a los seres queridos ,NEC_OP
9264,"Llamo a AM, le indico de que se trata el proyecto de asistencias y me indica, que ella vive con los hijos por lo tanto no requiere la asistencias ya que ellos la ayudan. Indica que tiene las vacunas ya .Agradece por la llamada y finaliza la misma.",NEUTRAL,llamo a am le indico de que se trata el proyecto de asistencias y me indica que ella vive con los hijos por lo tanto no requiere la asistencias ya que ellos la ayudan indica que tiene las vacunas ya agradece por la llamada y finaliza la misma ,NR
9265,SE ENTREGO ALIMENTOS EN DOMICILIO EL DIA 07/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el dia _digit_ _digit_ _digit_,NEC_OP
9266,Nos comunicamos en el día de la fecha con la Sra. Luisa Verón. Dice que su cuadro de salud de hipertensión esta controlado al momento. que se cuida con lo que come y su estado emocional es bueno. Estuvo llamando a sus parientes en salta y se comunicó con sus hijos. También esta cociendo y haciendo costura.,POSITIVO,nos comunicamos en el dia de la fecha con la sra luisa veron dice que su cuadro de salud de hipertension esta controlado al momento que se cuida con lo que come y su estado emocional es bueno estuvo llamando a sus parientes en salta y se comunico con sus hijos tambien esta cociendo y haciendo costura ,R
9267,"El viernes me he puesto en contacto  con ellas por el tema de las vacunas,hablé con PAMI y quedamos que hoy volvería a ponerme en contacto con ellas y también con PAMI.  Todavía no han llegado las vacunas pero ya tiene  el turno asignado para su mamá ,ella al ser de menor edad necesita un autorización de su médico de cabecera, como no podía comunicarse le he conseguido celular y mail para que solucione rápidamente el inconveniente. Ellas están bien a la espera de solucionar el problema",NEUTRAL,el viernes me he puesto en contacto con ellas por el tema de las vacunas hable con pami y quedamos que hoy volveria a ponerme en contacto con ellas y tambien con pami  todavia no han llegado las vacunas pero ya tiene el turno asignado para su mama ella al ser de menor edad necesita un autorizacion de su medico de cabecera como no podia comunicarse le he conseguido celular y mail para que solucione rapidamente el inconveniente ellas estan bien a la espera de solucionar el problema,NR
9268,"HABLE CON MARIA DEL CARMEN   Y ESTAN BIEN ,MARTINA ESTA DESCANSANDO  POR LA  PIERNA",POSITIVO,hable con maria del carmen  y estan bien martina esta descansando por la pierna,R
9269,se encuentran bien,POSITIVO,se encuentran bien,R
9270,Hoy tenía emociones encontradas por un fliar que estaba internado pero en proceso de mejora.,NEGATIVO,hoy tenia emociones encontradas por un fliar que estaba internado pero en proceso de mejora ,R
9271,"21/06- ANGELA CONTINUA CON LA CONTRACTURA SEGUN ELLA SIGUE TOMANDO ANALGESICOS.
22/06- ANGELA SIGUE CON DOLOR DE ESPALDA PIENSA QUE HASTA SEPTIEMBRE ES MUCHO TIEMPO SEGUN LO QUE ESCUCHO, CONTINUA CON CALMANTES",NEGATIVO,_digit_ _digit_- angela continua con la contractura segun ella sigue tomando analgesicos _digit_ _digit_- angela sigue con dolor de espalda piensa que hasta septiembre es mucho tiempo segun lo que escucho continua con calmantes,R
9272,llamado,NO RELEVANTE,llamado,NR
9273,"SIN CAMBIOS , SIGUE PREOCUPADA.",NEGATIVO,sin cambios  sigue preocupada ,R
9274,Hemos hablado y esta bien. Esta pudiendo asistir a sus turnos medicos.,POSITIVO,hemos hablado y esta bien esta pudiendo asistir a sus turnos medicos ,R
9275,"Luego de comunicarnos via whatsapp, Mabel me cuenta que anda muy bien, aunque algo cansada, pero de muy buen ánimo",POSITIVO,luego de comunicarnos via whatsapp mabel me cuenta que anda muy bien aunque algo cansada pero de muy buen animo,R
9276,"en el día de la fecha se realizo el llamado al AM para indicarle la dirección y horario en donde tiene que dirigirse para poder aplicarse las dos vacunas solicitadas ,
el adulto mayor asistirá y luego me comunicare para ver como le fue ,",NEUTRAL,en el dia de la fecha se realizo el llamado al am para indicarle la direccion y horario en donde tiene que dirigirse para poder aplicarse las dos vacunas solicitadas el adulto mayor asistira y luego me comunicare para ver como le fue ,NR
9277,"Estaba volviendo del hospital de vicente lopez  , sus hijas la llevaron  por que le salio una verruga en la nariz a la altura de los lentes asi q le duele.hablamos poco x q volvia con sus hijas",NEUTRAL,estaba volviendo del hospital de vicente lopez  sus hijas la llevaron por que le salio una verruga en la nariz a la altura de los lentes asi q le duele hablamos poco x q volvia con sus hijas,NR
9278,"No necesita que la llamen, está acompañada por el marido y los hijos le brindan asistencia permanentemente.",NO RELEVANTE,no necesita que la llamen esta acompanada por el marido y los hijos le brindan asistencia permanentemente ,NR
9279,"Necesita qu el entreguen la caja a domicilio y tiene inconvenientes con el tema medicación, voy a averiguarle lo que necesita y llamarla entre mañana y pasado para darle novedades",NECESIDADES OPERATIVAS,necesita qu el entreguen la caja a domicilio y tiene inconvenientes con el tema medicacion voy a averiguarle lo que necesita y llamarla entre manana y pasado para darle novedades,NEC_OP
9280,respodio a la llamada y quedamos que vamos a seguir comunicandonos quiere saber si a el le van a dar la caja de alimentos,NECESIDADES OPERATIVAS,respodio a la llamada y quedamos que vamos a seguir comunicandonos quiere saber si a el le van a dar la caja de alimentos,NEC_OP
9281,bien de ánimo.,POSITIVO,bien de animo ,R
9282,"YA LE RESPONDI A  ANA SOBRE DONDE LLAMAR PARA OBTENER EL BENEFICIO DE ABL. 
GRACIAS.",NECESIDADES OPERATIVAS,ya le respondi a ana sobre donde llamar para obtener el beneficio de abl gracias ,NEC_OP
9283,"Hoy me comunique con la Sra: Lajmanovich, Maria Isabel. y solamente obtuve el agradecimiento por haberme comunicado y adjudico que por el momento no necesita ningún tipo de ayuda ,ni llamado.-",NO RELEVANTE,hoy me comunique con la sra lajmanovich maria isabel y solamente obtuve el agradecimiento por haberme comunicado y adjudico que por el momento no necesita ningun tipo de ayuda ni llamado -,NR
9284,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
9285,Carlos está bien. La caja que reciben le viene bien. Ayuda. No tienen conectividad y no se mostró interesado en tenerla. Como que le resulta complicado manejarse con la tecnología,NECESIDADES OPERATIVAS,carlos esta bien la caja que reciben le viene bien ayuda no tienen conectividad y no se mostro interesado en tenerla como que le resulta complicado manejarse con la tecnologia,NEC_OP
9286,"AHORA SE MUDO A GUEMES 3850 entre Bolivia y  Peru
NOCESITA BOLSÓN ALIMENTARIO URGENTE.
EL TELEFONO FIJO NO LO TIENE MAS POR QUE SE MUDO A GUEMES 3850 
CELULAR 1123856700",NECESIDADES OPERATIVAS,ahora se mudo a guemes _digit_ entre bolivia y perunocesita bolson alimentario urgente el telefono fijo no lo tiene mas por que se mudo a guemes _digit_ celular _digit_,NEC_OP
9287,"Pasó por control oftalmológico y estudio ginecológico. El domingo se traslada a la casa de su hijo, pues su nuera paciente oncológica se somete a intervención  quirúrgica, igual seguimos en contacto.",NEGATIVO,paso por control oftalmologico y estudio ginecologico el domingo se traslada a la casa de su hijo pues su nuera paciente oncologica se somete a intervencion quirurgica igual seguimos en contacto ,R
9288,"Me comunique en el día de hoy para ver como estaba Luisa Verón hoy tuvo sesión con la psicologa provista por la secretaría y me dijo que estaba triste debido a la charla y no tenía ganas de hablar hoy. De todos modos, le dije que cualquier cosa me escriba si lo creía necesario. Preferí dejarle el espacio que me pedía y arreglamos para que la llame el viernes nuevamente para ver como estaba",NEGATIVO,me comunique en el dia de hoy para ver como estaba luisa veron hoy tuvo sesion con la psicologa provista por la secretaria y me dijo que estaba triste debido a la charla y no tenia ganas de hablar hoy de todos modos le dije que cualquier cosa me escriba si lo creia necesario preferi dejarle el espacio que me pedia y arreglamos para que la llame el viernes nuevamente para ver como estaba,R
9289,La llamé para ver como estaba. Estaba bien haciendo cosas para su taller de cerámica,POSITIVO,la llame para ver como estaba estaba bien haciendo cosas para su taller de ceramica,R
9290,no contesta el teléfono,NO RELEVANTE,no contesta el telefono,NR
9291,Se entrega Alimentos en domicilio 21/8/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
9292,Se entrega Alimentos en domicilio 7/8/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
