etiqueta1,etiqueta1a,etiqueta2,etiqueta2a,etiqueta3,etiqueta3a,etiqueta4,etiqueta4a,etiqueta5,etiqueta_final,id,necesidades operativas,texto
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6002,,"Me comuniqué hoy para avisarle que le llevaban la caja de alimientos, me atendió el hijo."
,no relevante,,,,no relevante,,no relevante,,no relevante,6003,,Encuesta respondida
,neutral,,,,no relevante,,neutral,,neutral,6004,,La AM me confirma que por el momento no le interesa participar en los talleres online.
,positivo,,,,positivo,,negativo,,positivo,6005,,el esposo me comento que le dieron el alta por covid-19. estan bien
,no relevante,,,,no relevante,,no relevante,,no relevante,6006,,No corresponde a un abonado en servicio
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6007,,Le dije que voy a pedir la caja alimentaria para el viernes 31/07.
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6008,,Solicita envio de cajas porque la esta pasando muy mal
,no relevante,,,,no relevante,,no relevante,,no relevante,6009,,Sin novedad
,positivo,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6010,,"En El dia de hoy hablamos y me pidio el bolson alimentario, le dije que la semana que viene se lo voy a estar retirando yo y dejandolo en su casa.
Está muy contento con la ayuda alimentaria que recibio, le vino muy bien."
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6011,,Se entrega  Cuadernillo Estimulación Cognitiva I y II en domicilio 14/8/20.
,positivo,,,,positivo,,positivo,,positivo,6012,,"Se la notó mucho mejor que la primera vez en cuanto al ánimo, me comento que continua ayudando en la panadería de su yerno, precisamente en la cocina. Cuando la llame se encontraba armando empanadas. Dando esta mano a su hija y su yerno se entretiene. La comunicación fue corta ya que estaban en pleno armado de pedidos."
,no relevante,,,,neutral,,neutral,,neutral,6013,,"Vive con el esposo, su mamá vive adelante y ellos la asisten. Me agradece el llamado y la intención de ser voluntaria."
,positivo,,,,positivo,,positivo,,positivo,6014,,Hable con ella. Se encontraba muy bien. Seguimos en contacto
,positivo,,,,positivo,,positivo,,positivo,6015,,"se encuentra muy bien, agradece el llamado
saludos"
,positivo,,,,positivo,,positivo,,positivo,6016,,La señora se encuentra bien de ánimo. Hoy pudimos conversar tranquilamente. Hay días que está muy verborragica
,no relevante,,,,no relevante,,no relevante,,no relevante,6017,,No pude comunicarme
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6018,,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO
,necesidades operativas,,,,negativo,,negativo,,negativo,6019,,"No pudo retirar la caja de alimentos ya que cambiaron el modo de entrega, informa que actualmente tiene que ir a retirar un número y volver al día que le indiquen a retirar dicha caja, concurrió a Libertad al 2400 y Mitre donde le informaron de esta nueva modalidad.  Ana María esta actualmente realizando un tratamiento contra el cáncer, considera que es  muy riesgoso para ella tener que  ir por  los alimentos dos veces  aunque sean imprescindible por cobrar la jubilación mínima."
,no relevante,,,,no relevante,,no relevante,,no relevante,6020,,Sin novedad
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6021,,Se entrega Alimentos en domicilio 14/8/20.
,negativo,,,,negativo,,negativo,,negativo,6022,,Está tratando de tramitar excimicion Abl.Dice que está un poco caída .
,necesidades operativas,,,,necesidades operativas,,neutral,,necesidades operativas,6023,,hablamos sobre las cajas de alimentos para adultos mayores
,positivo,,,,positivo,,positivo,,positivo,6024,,Todo ok
,positivo,,,,positivo,,positivo,,positivo,6025,,"Atendió su hijo, me informó que la sra está durmiendo la siesta. Y que se encuentran bien. Quedé en que la iba a llamar en la semana."
,no relevante,,,,no relevante,,no relevante,,no relevante,6026,,"Estuve llamando a Herminia hasta recién, pero no puedo comunicarme con ella. Mas tarde vuelvo a llamar."
,no relevante,,,,no relevante,,no relevante,,no relevante,6027,,"No me ha sido pisble contactar con Blanca Nieve
Responde un contestador en el 4756 1238 y no da posibilidad de dejar un mensaje"
,no relevante,,,,no relevante,,neutral,,no relevante,6028,,Llamada para ver como estaba y pautando para la proxima semana
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6029,,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO
,no relevante,,,,no relevante,,no relevante,,no relevante,6030,,llamo y me atiende la operadora diciendo me que el numero es incorrecto
,positivo,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6031,,"Bessone Liliana, está bien. Mañana le entregan la caja de alimentos. Todo bien"
,no relevante,,,,no relevante,,neutral,,no relevante,6032,,Hablamos un rato
,positivo,,,,positivo,,positivo,,positivo,6033,,El AM Malatesta Nélida DNI 5327324 se encuentra bien.
,no relevante,,,,no relevante,,no relevante,,no relevante,6034,,es el telefono de la sobrina y no vive con ellla. aparentemente vive en martinez
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6035,,Necesita que le lleven la caja de alimentos porque le dijeron que tiene que ir a las 6 de la mañana a sacar numero.
,no relevante,,,,no relevante,,no relevante,,no relevante,6036,,lo llame y me atiende el contesador
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6037,,"A pesar del tiempo trascurrido desde que informé por mail que no recibieron la caja de alimentos y de haberla  reclamado, nunca respondieron mi inquietud.  Tengo entendido que el viernes efectuarán otra entrega, pero aún no me informaron quiénes la recibirán"
,positivo,,,,positivo,,positivo,,positivo,6038,,"Se encuentramuy bien, según su hija, con la que hablo vía whats app y nos hicimos un poco ""amigas virtuales"" :) Muy agradecida por el llamado y la preocupación"
,positivo,,,,positivo,,positivo,,positivo,6039,,estan bien
,negativo,,,,neutral,,negativo,,negativo,6040,,"La AM me cuenta que le fue bien en la quimio de esta semana. El martes 7/7 le entregan los resultados de los análisis de rutina que se hizo. El miércoles 15/7 tiene turno para hacerse el chequeo de control para ver cómo evoluciona el tratamiento. Se encuentra bien, agradece el contacto."
,necesidades operativas,,,,neutral,,neutral,,neutral,6041,,AM indica que no requiere ninguna gestión pero que acepta mantener la comunicación cada dos días. Indica que no le llegó el impuesto municipal a su casa. Averiguó porque vencía ayer y le dijeron que debe dirigirse el día 14/5 a la delegación de Munro para abonarlo pero espera que no le cobren recargo dado que él no recibió la factura. Indica n° de reclamo: 222133.
,positivo,,,,positivo,,positivo,,positivo,6042,,todo bien
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6043,,necesitan la caja de alimentos la misma ya fue solicitada por mi  en el día de la fecha.
,positivo,,,,neutral,,necesidades operativas,,necesidades operativas,6044,,"Sigue bien, se cuida del frío, nuevamente agradable y larga charla, contenta con el llamado y lo agradece."
,negativo,,,,negativo,,negativo,,negativo,6045,,"VIVE CON SU ESPOSO Y LOS DOS COBRAN LA MINIMA, SU ESPOSO HACIA CHANGAS DE PELUQUERIA MASULINA, PERO EN ESTE MOMENTO NO HACE NADA.
Y EN EL COMIENZO DE LA PANDEMIA, SU YERNO ECHO A LA CALLE A SUS NIETOS Y AHORA ESTAN VIVIENDO CON ELLOS. ( SU HIJA FALLECIO HACE  UN AÑO Y MEDIO)."
,positivo,,,,positivo,,positivo,,positivo,6046,,"Todo muy bien, muy agradecida por la ayuda"
,neutral,,,,no relevante,,neutral,,neutral,6047,,volver a llamar para conversar. esta enamorada del intendente....
,positivo,,,,positivo,,positivo,,positivo,6048,,Me comuniqué nuevamente con la hija de la Sra. Enriqueta Andino. Me dijo que esta bien de salud y por el momento no necesita nada. También esta controlada y estable a nivel emocional. Se quedó en llamarla nuevamente en dos semanas.
,positivo,,,,positivo,,positivo,,positivo,6049,,Susana se encuentra bien ... ya pudo hacer todo lo q le pedia pami para q le dieran sus remedios se acerco al hospital de vicente lopez donde la atendio su dra y pudo llenar los formularios ..
,positivo,,,,positivo,,positivo,,positivo,6050,,Se encuentra bien y sin necesidades por el momento. Estuvo asistida por su familia. Se pacta llamado dentro de unos dias.
,positivo,,,,negativo,,positivo,,positivo,6051,,"Hablé con Lina, se encuentran bien. Estuvo con mucho dolor de cuerpo porque anduvo haciendo cosas que le demandaron esfuerzo físico.
Contenta porque vió a sus nietos. José anda mucho mejor de su pierna."
,neutral,,,,necesidades operativas,,neutral,,neutral,6052,,HOY ME  COMUNIQUE CON JUAN CARLOS VIA WWHATSAAP Y ME COMENTO SOBRE UN LISTADO PARA RECIBIR ALIMENTOS DEL COTO
,positivo,,,,positivo,,positivo,,positivo,6053,,todo bien
,positivo,,,,positivo,,positivo,,positivo,6054,,Se encuentra muy bien. Me comentó que sale a caminar la vuelta a la manzana para mantenerse activo
,negativo,,,,negativo,,negativo,,negativo,6055,,"se esta recuperando bien de la operaciòn. esta angustiada por la situacion, pero bien"
,positivo,,,,positivo,,necesidades operativas,,positivo,6056,,El AM se encuentra en buen estado de ánimo. Acompañado x su esposa retiran la caja de  alimento x Irigoyen 4848 .estado general muy bueno
,positivo,,,,positivo,,positivo,,positivo,6057,,"Llamo a las 12.30 horas. Me atiende Lidia. Me cuenta que están almorzando con su esposo. Por suerte se encuentra mejor del herpes, menos dolorida, pero todavía tiene que seguir controlándose y tomando una medicación. Su marido se encuentra bien. Se la nota de buen ánimo, y contenta por estos días de sol que estamos teniendo. Me dice no precisar nada, sus hijos la asisten permanentemente. Quedamos en contactarnos en unos días."
,no relevante,,,,no relevante,,no relevante,,no relevante,6058,,Sin novedad
,no relevante,,,,no relevante,,no relevante,,no relevante,6059,,"No requiere mas llamados telefónicos ni comunicaciones, agradece el llamado"
,neutral,,,,neutral,,negativo,,neutral,6060,,Charlamos sobre los temas que ocurren en la actualidad y de sus problemas de salud.
,no relevante,,,,no relevante,,no relevante,,no relevante,6061,,Sin novedad
,no relevante,,,,no relevante,,no relevante,,no relevante,6062,,"He llamado el dia de ayer (26/05/2020) y el dia de hoy tanto a teléfono fijo como a celular y no obtengo respuesta de ninguno, volvere a llamar mañana por la mañana para verificar , sino informare por mail lo sucedido."
,no relevante,,,,positivo,,positivo,,positivo,6063,,RESPONDIO EL LLAMADO CONTENTA PERO NO NECESITA NADA
,negativo,,,,neutral,,positivo,,negativo,6064,,"ANGELA BIEN, CANSADA DEL AISLAMIENTO LLEVO LA BIBICLETA ARREGLAR"
,positivo,,,,positivo,,positivo,,positivo,6065,,"Hacia algunos días que no hablábamos largo, xq cuando llamé anteriormente no pudo atenderme mucho tiempo. Tuvimos una linda charla, sigue muy agradecida por nuestro contacto y ayuda a  su amiga María. Se encuentran bien de salud y de ánimo."
,no relevante,,,,no relevante,,no relevante,,no relevante,6066,,Sin novedad
,no relevante,,,,no relevante,,no relevante,,no relevante,6067,,"llame en varias oportunidades , diferentes horarios y no me pude comunicar"
,no relevante,,,,no relevante,,no relevante,,no relevante,6068,,LO LLAME Y LE DEJE EN EL CONTESTADOR A LAS 17;39 HS
,positivo,,,,positivo,,positivo,,positivo,6069,,ANGELA BIEN MIRANDO UNA PELICULA SE QUEDO DORMIDA LA DESPERTE!
,positivo,,,,positivo,,positivo,,positivo,6070,,Charlamos felices! Está mejor del dolor de espalda.
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6071,,Se solicita la caja de alimentos al 147.
,positivo,,,,neutral,,neutral,,neutral,6072,,"Agradecida por el llamado, vive con su hija  me dijo que no necesitan nada ."
,neutral,,,,neutral,,neutral,,neutral,6073,,"Hablamos sobre las tablets, y sobre los jubilados."
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6074,,"La señora necesita alimentos, hace dos meses que está buscando en diferentes lugares.
Me asignaron a esta señora hace dos semanas, realicé el pedido y aún no ha recibido una bolsa de alimentos."
,no relevante,,,,no relevante,,no relevante,,no relevante,6075,,Ninguna
,positivo,,,,no relevante,,positivo,,positivo,6076,,La Sra Nélida Malatesta se encuentra muy bien.
,no relevante,,,,neutral,,no relevante,,no relevante,6077,,Pidió que no la volvamos a llamar porque no necesita ayuda.
,positivo,,,,necesidades operativas,,positivo,,positivo,6078,,"Hablo con AM. Se encuentra bien, cuidansose y tranquilo.
Me indica que aun no se han comunicado con ellos por la medicacion de su esposa. Le digo que averiguare que sucedió e intentare solucionarlo."
,positivo,,,,no relevante,,positivo,,positivo,6079,,Siguen bien
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6080,,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 24/07/2020
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6081,,"Le comuniqué que este viernes tendría que llegarle la caja porque ya van a haber pasado 15 días, y que me voy a comunicar el lunes para chequearlo. Su nieta me respondió las preguntas del formulario."
,positivo,,,,positivo,,positivo,,positivo,6082,,Se encuentra bien
,necesidades operativas,,,,necesidades operativas,,necesidades operativas,,necesidades operativas,6083,,necesita que le acerquen la caja a su domicilio.
