id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
5065,"La llamé para preguntarle como estaba y me dijo que bien, que los hijos le habían llevado comida recientemente.",POSITIVO,llame preguntarle hijos llevado comida recientemente,R
5066,SE ENTREGO MATERIAL COGNITIVO 2 EN DOMICILIO 21/08/2020,NECESIDADES OPERATIVAS,entrego material cognitivo _digit_ domicilio _digit_ _digit_ _digit_,NEC_OP
5067,Se entrega Alimentos en domicilio 21/8/20.,NECESIDADES OPERATIVAS,entrega alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
5068,Sin novedad,NO RELEVANTE,novedad,NR
5069,Se encuentra bien,POSITIVO,,R
5070,"16.35. Bien de ánimo, esperando las novedades en nuestro municipio.",POSITIVO,_digit_ _digit_ animo esperando novedades municipio,R
5071,Todo bien. Le llamaron de municipalidad para entregarle una tablet. Está contento con esa posibilidad.,POSITIVO,llamaron municipalidad entregarle tablet contento posibilidad,R
5072,no atiende el cel,NO RELEVANTE,atiende,NR
5073,"Me comunico con AM para verificar si pudo contactar a su amiga quien requería de asistencia, AM indica que le dió mi número personal para que se comunique directamente, menciona que estaba con problemas laborales y cree que es por eso que no ha llamado. AM indica que se encuentra bien, sigue con los talleres de escritura por lo que tiene actividades durante el día, se acuerda contacto por whatsapp para ayudarla con las tareas, AM agradece atención.",NEUTRAL,comunico am verificar contactar amiga requeria asistencia am indica numero personal comunique directamente menciona problemas laborales cree llamado am indica talleres escritura actividades acuerda contacto whatsapp ayudarla tareas am agradece atencion,NR
5074,"Atendió el marido, están  bien se cuida del frió, agradece el llamado.",POSITIVO,atendio marido cuida frio agradece llamado,R
5075,"Esta un poco preocupada por la limpieza de su hogar debido a que su hija tiene megacolon,y necesitaria u algunas cosas de limpieza que le esta faltando.
Me comunique con Gabriela Salusso por la caja que le corresponde a su hija para ver si podemos reforzar en este caso especial con art. de limpieza.",NECESIDADES OPERATIVAS,preocupada limpieza hogar hija megacolon necesitaria limpieza faltando comunique salusso caja corresponde hija reforzar caso especial limpieza,NEC_OP
5076,"Tras haber llamado varias veces, no responde. Dejé mensaje en el contestador.",NO RELEVANTE,llamado responde deje mensaje contestador,NR
5077,lE AVISE QUE HOY SE LA ENTREGABAN A LA CAJA. CHARLAMOS UN RATITO DE COMO ANDABA Y TODO BIEN ME DIJO.,NECESIDADES OPERATIVAS,avise entregaban caja charlamos ratito andaba,NEC_OP
5078,No pude comunicarme,NO RELEVANTE,pude comunicarme,NR
5079,Sin novedad,NO RELEVANTE,novedad,NR
5080,"Es la 4ta vez q hablamos . Ella tiene mi numero de teléfono por si necesita hablar , igualmente yo la llamo .
Esta bien , no tiene celular, ver las noticias le hacen mal, no tiene cable .",NEUTRAL,_digit_ta hablamos numero telefono necesita hablar igualmente llamo celular noticias cable,NR
5081,LA LLAME A  LA HIJA DE JULIA Y NO ME PUDE COMUNICAR,NO RELEVANTE,llame hija julia pude comunicar,NR
5082,"Me comunique con Norma para informarle que hoy a partir de las 11 le van a estar entregando alimentos, quede con ella en volverme a comunicar mas tarde para confirmar que haya legado todo bien.",NECESIDADES OPERATIVAS,comunique informarle _digit_ entregando alimentos quede volverme comunicar confirmar legado,NEC_OP
5083,"El AM solicita asistencia de alimentos, no puede ir a buscarlo por imposibilidad motriz.",NECESIDADES OPERATIVAS,am solicita asistencia alimentos buscarlo imposibilidad motriz,NEC_OP
5084,Atención Psicológica,NECESIDADES OPERATIVAS,atencion psicologica,NEC_OP
5085,"Ya los esta llamando otro voluntario, a la mujer Ana María Lopez  4.849.330",NO RELEVANTE,llamando voluntario mujer ana lopez _digit_ _digit_ _digit_,NR
5086,Esta muy bien. Ayer fue al medico y ya le dio su medicación,POSITIVO,medico medicacion,R
5087,"Hoy hable con Amelia , justo en el día de la fecha su nieto le fue a llevar los remedios a su casa. Eso la puso contenta ya que por lo menos lo vio un minuto. Esta un poco pendiente del clima ya que en su casa hace bastante frío. Charlamos sobre esto y le di algunos consejos y le gustaron. Quedamos en hablar en los próximos días",POSITIVO,hable amelia justo fecha nieto remedios casa puso contenta vio minuto pendiente clima casa frio charlamos di consejos gustaron quedamos hablar,R
5088,Pidió caja de alimentos,NECESIDADES OPERATIVAS,pidio caja alimentos,NEC_OP
5089,"6/7/20 Llamado.  Me comunico al celular que figura en sistema, que pertenece a su hija Cristina (empleada de mvl).  Ella le alcanza el teléfono porque el señor no se puede trasladar al de línea.  
Me comentaron que tienen una tía viviendo en un geriátrico que le haría bien que la llamemos.  Elevo la consulta al mail de voluntarios@vicente...",NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ llamado comunico celular figura sistema pertenece hija empleada mvl alcanza telefono senor trasladar linea comentaron tia viviendo geriatrico haria llamemos elevo consulta mail voluntarios@vicente,NEC_OP
5090,NO PUEDE IR A BUSCARLOS VIVEN LEJOS TIENE QUE TOMAR DOS COLECTIVOS Y LO NECESITAN GRACIAS,NECESIDADES OPERATIVAS,buscarlos viven tomar colectivos necesitan,NEC_OP
5091,La Señora Beatriz Dib se encuentra bien .,POSITIVO,senora dib,R
5092,"Dice encontrarse bien, que sale solo a hacer compras es la cercanía de su hogar. manifiesta no necesitar nada",POSITIVO,encontrarse sale compras cercania hogar manifiesta necesitar,R
5093,"Con la señora Margarita Sánchez se tiene una comunicación frecuente 6,13,18,20,23,29 de abril, 6 y 12 de mayo.                                                        El día martes 12 de mayo la misma en comunicación telefónica indica q con su esposo poco salen dado q es su hija quien hace la mayor parte de las diligencias diarias,que ve poco noticieros y se entretiene haciendo cosas de la casa y en comunicación con familiares y amigos....se acuerda seguir con llamadas semanales( ella como los demás AM a cargo tiene el celular de la actuante para comunicarse de ser necesario)...",NEUTRAL,senora margarita sanchez comunicacion frecuente _digit_ _digit_ _digit_ _digit_ _digit_ _digit_ abril _digit_ _digit_ mayo martes _digit_ mayo comunicacion telefonica indica esposo salen hija diligencias diarias ve noticieros entretiene casa comunicacion familiares amigos acuerda seguir llamadas semanales am cargo celular actuante comunicarse necesario,NR
5094,no tenia muchas ganas de hablar,NEUTRAL,ganas hablar,NR
5095,"me comunique en el dia de hoy, el señor pedro se encuentra bien.",POSITIVO,comunique senor pedro,R
5096,"virginia  se encuentra mejor de su angustia, conversamos media hora quedamos en hablar nuevamente.",NEGATIVO,virginia angustia conversamos media hora quedamos hablar nuevamente,R
5097,"Problema con las protesís, tiene dolores pero toma calmantes. 
Va a visitar a su hija dia por medio y esta preocupado por ella, sin embargo se encuentra bien, o como el dice, vivo",NEGATIVO,problema protesis dolores toma calmantes visitar hija preocupado vivo,R
5098,"Llamo a AM en 2 ocasiones nuevamente, pero no hay respuesta.",NO RELEVANTE,llamo am _digit_ ocasiones nuevamente respuesta,NR
5099,Están bien de salud. Un hijo los ayuda con las compras. Pide delivery de farmacia. Conoce el 147 porque escribió para que la asistan con un tema de la patente municipalizada. Aún no le respondieron. Vuelvo a llamar.,POSITIVO,salud hijo ayuda compras pide delivery farmacia conoce _digit_ escribio asistan tema patente municipalizada respondieron vuelvo llamar,R
5100,HOY HABLE CON  NORMA Y ME CONTO QUE ESTAN MUY BIEN Y PASARON MUY LINDO FIN DE SEMANA,POSITIVO,hable conto pasaron lindo semana,R
5101,llame a accion social y aun no llegaron las vacunas. esperan que lleguen hoy por la tarde.,NO RELEVANTE,llame accion social llegaron vacunas esperan lleguen,NR
5102,Sin novedad,NO RELEVANTE,novedad,NR
5103,Hoy llame a Patricia y me atendió el contestador. Le deje mensaje contándole de mi llamado y le deje dicho que la llamaría en otro momento.,NO RELEVANTE,llame atendio contestador deje mensaje contandole llamado deje llamaria,NR
5104,"Animada,salio a cobrar",POSITIVO,animada salio cobrar,R
5105,"Hable con Liliana. Fue una charla corta y cordial. Me dijo que no necesitaba nada que sus hijos la ayudan, que cualquier cosa ella se comunica.",NEUTRAL,hable charla corta cordial necesitaba hijos ayudan cosa comunica,NR
5106,me avisan q ya esta el reclamo para la semana que viene,NO RELEVANTE,avisan reclamo semana viene,NR
5107,"Llamo a AM, me comenta que se encuentra un poco descompuesta pero se encuentra bien. Me indica que en el día de hoy no la contactaron y no recibió la caja de alimentos, le comento que hoy es el día que hacen los envíos por lo tanto es muy raro que no le haya llegado. Le comento que voy a consultar vía e-mail y cuando tenga respuesta me comunicare nuevamente con ella. Agradece por la preocupación y finaliza la llamada. 
Envió e-mail consultando por la caja de Alimentos.",NECESIDADES OPERATIVAS,llamo am comenta descompuesta indica contactaron recibio caja alimentos envios raro llegado consultar via e-mail respuesta comunicare nuevamente agradece preocupacion finaliza llamada envio e-mail consultando caja alimentos,NEC_OP
5108,Hemos enviado toda la información necesaria respecto de la asistencia alimentaria al voluntario vía mail.,NECESIDADES OPERATIVAS,enviado informacion necesaria asistencia alimentaria voluntario via mail,NEC_OP
5109,Sin respuesta. Atiende el contestador.,NO RELEVANTE,respuesta atiende contestador,NR
5110,no contesta los llamados. seguire intentando,NO RELEVANTE,contesta llamados seguire intentando,NR
5111,Estuvimos hablando por whatsApp y me pregunto cada cuanto se envia la caja de alimentos,NECESIDADES OPERATIVAS,hablando whatsapp pregunto envia caja alimentos,NEC_OP
5112,Se encuentra bien,POSITIVO,,R
5113,"Se encuentra muy bien, hablamos del curso de cuidados de la piel, aún no la contactaron",POSITIVO,hablamos curso cuidados piel contactaron,R
5114,"Desde la semana pasada me he tratado de comunicar al celular de la hija de Liliana Andriozzi, Verónica Montes, llamandola y le he mandado también mensajes de Whatsapp por mail pero no he podido. Al llamarla me da directamente el contestador puede ser que tenga mal el celular. Se le ha mandado también mail consultándole si tenía alguna necesidad.",NO RELEVANTE,semana tratado comunicar celular hija andriozzi veronica montes llamandola mandado mensajes whatsapp mail podido llamarla directamente contestador celular mandado mail consultandole necesidad,NR
5115,"03/06 - Llamo a AM, me indica que cuenta con sus hijos que le hacen las compras, me comenta que ella no requiere asistencia pero quiere saber si cuentan con algún programa, que la pueda ayudar a aprender como usar Internet. Ella cuenta con la voluntad informa, pero no encuentra ningún programa que sea para nivel principiante, informa que hace varios años que esta buscando pero nunca se realizo algo así para Adultos mayores comenta. Indico que voy a informar su petición , para verificar si contamos con algún programa que pueda hacer. Pactamos llamada para el viernes 05/06 luego de las 17 hs, agradece y finaliza la llamada.",NEUTRAL,_digit_ _digit_ - llamo am indica hijos compras comenta requiere asistencia cuentan programa ayudar aprender internet voluntad informa programa nivel principiante informa anos buscando adultos mayores comenta informar peticion verificar contamos programa pactamos llamada viernes _digit_ _digit_ _digit_ hs agradece finaliza llamada,NR
5116,Ninguna,NO RELEVANTE,,NR
5117,05/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ entrego alimentos domicilio,NEC_OP
5118,Se realiza la derivación correspondiente al área para el envío de alimentos a domicilio. Saludos!,NECESIDADES OPERATIVAS,realiza derivacion correspondiente area envio alimentos domicilio saludos,NEC_OP
5119,"Vive con el marido y tiene una sobrina que vive enfrente y la asiste. Sus dos hijas también los ayudan a diario, están ambos bien .",POSITIVO,vive marido sobrina vive asiste hijas ayudan diario,R
5120,Esta muy bien siempre.buena onda,POSITIVO,onda,R
5121,Lopez gerardo no necesita que lo llamen se comunica con la uap,NO RELEVANTE,lopez necesita llamen comunica uap,NR
5122,La señora FLORES Inés se encuentra bien.,POSITIVO,senora flores,R
5123,pude comunicarme se encuentran bien de animo y cuidandose sequire llamndola,POSITIVO,pude comunicarme encuentran animo cuidandose sequire llamndola,R
5124,Intenté comunicarme con el Señor y no respondió,NO RELEVANTE,intente comunicarme senor respondio,NR
5125,esta bien,POSITIVO,,R
5126,no atiende el telefono,NO RELEVANTE,atiende telefono,NR
5127,"Ercilia está con mucha energía y contenta de poder contar con salud, estar acompañada y además la caja de comida quincenal le da una gran ayuda.",POSITIVO,energia contenta contar salud acompanada caja comida quincenal ayuda,R
5128,Lo que no ha recibido la sra Capello son los productos de limpieza que solicito que se lo entreguen a domicilio también.,NECESIDADES OPERATIVAS,recibido capello productos limpieza solicito entreguen domicilio,NEC_OP
5129,"Me comunique con la Sra. informadome que no necesitaba nada y que estaba ocupa  que no podia atenderme . Quiero aclarar que llame en dos oportunidades el mismo dia ,y me dijo lo mismo",NO RELEVANTE,comunique informadome necesitaba ocupa podia atenderme quiero aclarar llame oportunidades,NR
5130,ya la llamaron por adultos mayores hace 15 ds. ya se anotó en los cursos esta por la segunda clase,NEUTRAL,llamaron adultos mayores _digit_ ds anoto cursos clase,NR
5131,"---Hablo con Guillermo esposo de AM, me indica que la AM fue a pagar las expensas; conversamos un rato. Me comenta que ellos están muy bien, está todo tranquilo. Hace mención de que todavía no pudo darse la vacuna de la gripe, ofrezco averiguar si hay disponibilidad y dónde puede ser. Luego hablo un momento con la AM y me confirma que ella y su marido se encuentran bien, agradece el contacto.
---Llamo a la Dirección de Atención Primaria al 4513-6624 - No atienden",POSITIVO,---hablo guillermo esposo am indica am pagar expensas; conversamos rato comenta tranquilo mencion darse vacuna gripe ofrezco averiguar disponibilidad hablo am confirma marido encuentran agradece contacto ---llamo direccion atencion primaria _digit_-_digit_ - atienden,R
